Nombre de symboles,Temps
2,0.0
102,0.014998435974121094
202,0.0970005989074707
302,0.2560131549835205
402,0.49000048637390137
502,0.8210017681121826
602,1.0249998569488525
702,1.4570002555847168
802,1.9350144863128662
902,2.5949997901916504
1002,3.315018653869629
