Nombre de symboles,Temps
2,0.0010020732879638672
102,0.006997585296630859
202,0.007999658584594727
302,0.010004997253417969
402,0.009980440139770508
502,0.011996984481811523
602,0.02199697494506836
702,0.024001121520996094
802,0.020004987716674805
902,0.022980690002441406
1002,0.025998592376708984
