Nombre de symboles,Longueur originale,Longueur code,Taux de compression
5,5.0,5,0.0
105,105.0,52,0.5047619047619047
205,205.0,52,0.7463414634146341
305,305.0,52,0.8295081967213115
405,405.0,53,0.8691358024691358
505,505.0,52,0.897029702970297
605,605.0,53,0.912396694214876
705,705.0,52,0.926241134751773
805,805.0,55,0.9316770186335404
905,905.0,53,0.9414364640883978
