Nombre de symboles,Longueur originale,Longueur code,Taux de compression
5,5.0,6.0,-0.19999999999999996
105,105.0,8.0,0.9238095238095239
205,205.0,8.0,0.9609756097560975
305,305.0,8.0,0.9737704918032787
405,405.0,10.0,0.9753086419753086
505,505.0,8.0,0.9841584158415841
605,605.0,8.0,0.9867768595041322
705,705.0,20.0,0.9716312056737588
805,805.0,10.0,0.9875776397515528
905,905.0,10.0,0.988950276243094
