image,video,minutage
i001,v30,5.171838505171839,1002.6150806765277
i002,v15,0.16683350016683351,112.63214461245067
i003,v47,2.6693360026693362,150.6950563223625
i004,v23,7.674341007674341,213.1736381450577
i005,v37,14.514514514514515,92.88164511893618
i006,v30,5.171838505171839,576.6671483620339
i007,v30,12.345679012345679,141.9506956657839
i008,v30,4.504504504504505,251.08365139928964
i009,v30,11.511511511511513,161.17071694324625
i010,v30,4.504504504504505,769.5388229322807
